ID,Data,Nivel_de_conhecimento,Nota,Conteudo_abordado,Didatica_do_professor,Material_de_apoio,Espaco_do_evento,Comentario_geral
180,2025-03-15,Nenhum conhecimento,5,Modelagem de dados,Intermediária,Slides,Com muitas cadeiras,Muito bom! Poderiam ter abordado mais sobre DAX.
181,2025-03-15,Conhecimento básico,2,Criação de dashboards,Intermediária,Apostila,Sem acústica,Fiquei um pouco perdido na parte de modelagem de dados.
182,2025-03-15,Nenhum conhecimento,5,Análise de dados avançada,Clara,Documentação,Muito amplo,Gostei muito dos exemplos práticos apresentados.
183,2025-03-15,Nenhum conhecimento,2,Criação de dashboards,Com muitos exemplos,Exercícios práticos,Sem acústica,"O evento foi bem planejado, mas o tempo para perguntas foi limitado."
184,2025-03-15,Conhecimento avançado,1,Modelagem de dados,Clara,Apostila,Com muitas cadeiras,"O espaço era confortável, mas o local estava muito quente."
185,2025-03-15,Conhecimento básico,5,Análise de dados avançada,Com muitos exemplos,Slides,Muito amplo,"O evento foi bom, mas a parte de Power Query foi um pouco confusa."
186,2025-03-15,Nenhum conhecimento,4,Análise de dados avançada,Clara,Documentação,Muito amplo,"O material de apoio foi claro, mas faltou mais exemplos práticos."
187,2025-03-15,Conhecimento avançado,1,Conectando fontes de dados,Confusa,Slides,Sem acústica,"A parte de DAX foi muito interessante, mas achei que poderia ser mais prática."
188,2025-03-15,Conhecimento básico,2,Modelagem de dados,Com muitos exemplos,Vídeos,Pouco ventilado,"Achei o ritmo do evento bom, mas o conteúdo poderia ser mais avançado."
189,2025-03-15,Conhecimento avançado,1,Conectando fontes de dados,Objetiva,Documentação,Muito amplo,"Espaço muito confortável, mas a acústica precisa melhorar."
190,2025-03-15,Conhecimento avançado,5,Conectando fontes de dados,Intermediária,Apostila,Pouco ventilado,"O material de apoio foi muito útil, mas achei os vídeos muito rápidos."
191,2025-03-15,Conhecimento avançado,5,Análise de dados avançada,Intermediária,Documentação,Com muitas cadeiras,"O conteúdo sobre DAX foi excelente, muito bem explicado."
192,2025-03-15,Conhecimento básico,5,DAX e Power Query,Objetiva,Slides,Sem acústica,"Muito bom, só faltaram mais exemplos sobre integração com outras ferramentas."
193,2025-03-15,Conhecimento básico,3,DAX e Power Query,Objetiva,Apostila,Sem acústica,"O evento foi bem interessante, mas o espaço poderia ser mais confortável."
194,2025-03-15,Nenhum conhecimento,5,DAX e Power Query,Clara,Exercícios práticos,Com muitas cadeiras,"Conteúdo bom, mas poderia ser mais aprofundado."
195,2025-03-15,Nenhum conhecimento,3,Criação de dashboards,Clara,Apostila,Confortável,"O evento atendeu às minhas expectativas, mas o conteúdo poderia ser mais detalhado."
196,2025-03-15,Conhecimento básico,4,Criação de dashboards,Objetiva,Documentação,Pouco ventilado,Poderiam ter dado mais tempo para perguntas no final.
197,2025-03-15,Conhecimento avançado,1,Conectando fontes de dados,Intermediária,Vídeos,Pouco ventilado,Achei o tempo de palestra bem adequado.
198,2025-03-15,Nenhum conhecimento,1,Modelagem de dados,Confusa,Slides,Sem acústica,"A parte sobre Power Query foi interessante, mas poderia ser mais prática."
199,2025-03-15,Conhecimento básico,5,Modelagem de dados,Confusa,Slides,Com muitas cadeiras,Eu gostaria de mais explicações sobre Power Query.
200,2025-03-15,Nenhum conhecimento,4,Modelagem de dados,Confusa,Apostila,Pouco ventilado,A interação com os participantes poderia ser maior.
201,2025-03-15,Nenhum conhecimento,2,Introdução ao Power BI,Objetiva,Documentação,Sem acústica,"Achei a palestra boa, mas o local estava com pouca ventilação."
202,2025-03-15,Conhecimento avançado,3,Conectando fontes de dados,Clara,Documentação,Sem acústica,Fiquei um pouco perdido no conteúdo sobre modelagem de dados.
203,2025-03-15,Nenhum conhecimento,5,Análise de dados avançada,Objetiva,Apostila,Com muitas cadeiras,Poderiam ter dado mais exemplos práticos de como usar o Power BI no dia a dia.
204,2025-03-15,Nenhum conhecimento,4,Conectando fontes de dados,Intermediária,Apostila,Muito amplo,"O evento foi bom, mas o local não ajudou muito na acústica."
205,2025-03-15,Conhecimento avançado,2,Conectando fontes de dados,Com muitos exemplos,Apostila,Sem acústica,"A organização do evento foi muito boa, tudo correu sem problemas."
206,2025-03-15,Conhecimento básico,2,DAX e Power Query,Com muitos exemplos,Slides,Sem acústica,A interação com os participantes poderia ser maior.
207,2025-03-15,Nenhum conhecimento,2,Criação de dashboards,Clara,Slides,Confortável,"Espaço muito confortável, mas a acústica precisa melhorar."
208,2025-03-15,Conhecimento avançado,1,Conectando fontes de dados,Intermediária,Vídeos,Pouco ventilado,"O professor foi ótimo, mas o espaço não ajudou muito."
209,2025-03-15,Nenhum conhecimento,1,Introdução ao Power BI,Clara,Vídeos,Com muitas cadeiras,"O evento foi bem interessante, mas o espaço poderia ser mais confortável."
210,2025-03-15,Conhecimento básico,4,Introdução ao Power BI,Intermediária,Slides,Muito amplo,"Muito bom, só faltaram mais exemplos sobre integração com outras ferramentas."
211,2025-03-15,Nenhum conhecimento,4,Conectando fontes de dados,Confusa,Exercícios práticos,Muito amplo,"Material de apoio muito bom, gostei dos vídeos."
212,2025-03-15,Nenhum conhecimento,1,DAX e Power Query,Intermediária,Documentação,Muito amplo,Gostei muito dos exemplos práticos apresentados.
213,2025-03-15,Nenhum conhecimento,4,DAX e Power Query,Objetiva,Vídeos,Confortável,"Adorei o conteúdo, mas gostaria de mais tempo para perguntas."
214,2025-03-15,Conhecimento avançado,2,Modelagem de dados,Intermediária,Slides,Muito amplo,"O material de apoio foi claro, mas faltou mais exemplos práticos."
215,2025-03-15,Conhecimento básico,2,Modelagem de dados,Confusa,Apostila,Confortável,Não consegui acompanhar toda a parte sobre DAX.
216,2025-03-15,Conhecimento avançado,2,Introdução ao Power BI,Com muitos exemplos,Vídeos,Confortável,"O material de apoio foi claro, mas faltou mais exemplos práticos."
217,2025-03-15,Nenhum conhecimento,3,Criação de dashboards,Confusa,Slides,Com muitas cadeiras,Achei o tempo de palestra bem adequado.
218,2025-03-15,Conhecimento básico,2,Modelagem de dados,Intermediária,Documentação,Com muitas cadeiras,"A palestra foi boa, mas faltaram mais práticas interativas."
219,2025-03-15,Nenhum conhecimento,1,Modelagem de dados,Objetiva,Documentação,Muito amplo,Faltou mais exemplos práticos no material.
220,2025-03-15,Nenhum conhecimento,1,Introdução ao Power BI,Confusa,Apostila,Sem acústica,"A interação durante a palestra foi boa, mas faltou mais práticas."
221,2025-03-15,Conhecimento básico,4,Conectando fontes de dados,Clara,Apostila,Sem acústica,"Gostei bastante da palestra, mas a acústica poderia ser melhor."
222,2025-03-15,Conhecimento básico,2,Análise de dados avançada,Objetiva,Apostila,Confortável,"A didática foi ótima, consegui entender tudo que foi falado."
223,2025-03-15,Conhecimento básico,5,Análise de dados avançada,Intermediária,Vídeos,Com muitas cadeiras,"O espaço poderia ser mais ventilado, estava quente."
224,2025-03-15,Conhecimento avançado,2,Análise de dados avançada,Com muitos exemplos,Slides,Sem acústica,Muito bom! Poderiam ter abordado mais sobre DAX.
225,2025-03-15,Nenhum conhecimento,4,Criação de dashboards,Intermediária,Vídeos,Confortável,Eu gostaria de mais explicações sobre Power Query.
226,2025-03-15,Conhecimento básico,2,Introdução ao Power BI,Objetiva,Slides,Confortável,Faltou mais tempo de prática para fixar o conteúdo.
227,2025-03-15,Conhecimento avançado,1,Criação de dashboards,Confusa,Slides,Com muitas cadeiras,"O tempo foi suficiente, mas eu gostaria de mais exemplos ao vivo."
228,2025-03-15,Nenhum conhecimento,3,Criação de dashboards,Com muitos exemplos,Documentação,Sem acústica,"O espaço foi confortável, mas a iluminação poderia ser melhor."
229,2025-03-15,Conhecimento básico,3,DAX e Power Query,Intermediária,Exercícios práticos,Com muitas cadeiras,"O evento atendeu às minhas expectativas, mas o conteúdo poderia ser mais detalhado."
230,2025-03-15,Conhecimento avançado,4,Introdução ao Power BI,Confusa,Apostila,Sem acústica,Acho que poderia ter tido mais interação durante as explicações.
231,2025-03-15,Conhecimento avançado,4,Modelagem de dados,Confusa,Documentação,Com muitas cadeiras,"O evento foi bom, mas o local não ajudou muito na acústica."
232,2025-03-15,Conhecimento básico,5,Modelagem de dados,Objetiva,Apostila,Com muitas cadeiras,Gostei muito de como o professor explicou os conceitos complexos de forma simples.
233,2025-03-15,Conhecimento avançado,3,Modelagem de dados,Com muitos exemplos,Slides,Com muitas cadeiras,"Gostei dos exemplos, mas acho que poderiam ser mais realistas."
234,2025-03-15,Nenhum conhecimento,3,Conectando fontes de dados,Objetiva,Exercícios práticos,Pouco ventilado,"O espaço foi confortável, mas a iluminação poderia ser melhor."
235,2025-03-15,Conhecimento básico,1,Criação de dashboards,Clara,Documentação,Muito amplo,"A parte de DAX foi bem explicada, mas o material poderia ser mais completo."
236,2025-03-15,Conhecimento básico,2,Modelagem de dados,Confusa,Slides,Sem acústica,"O material de apoio foi claro, mas faltou mais exemplos práticos."
237,2025-03-15,Nenhum conhecimento,4,Introdução ao Power BI,Clara,Apostila,Confortável,"A didática foi ótima, consegui entender tudo que foi falado."
238,2025-03-15,Nenhum conhecimento,1,DAX e Power Query,Clara,Slides,Pouco ventilado,Eu adoraria ver um módulo mais avançado sobre DAX.
239,2025-03-15,Conhecimento básico,5,Criação de dashboards,Confusa,Apostila,Muito amplo,"O evento foi ótimo, mas o local poderia ter mais espaço."
240,2025-03-15,Conhecimento avançado,4,Análise de dados avançada,Intermediária,Slides,Confortável,"O evento atendeu às minhas expectativas, mas o conteúdo poderia ser mais detalhado."
241,2025-03-15,Conhecimento básico,5,Criação de dashboards,Clara,Slides,Com muitas cadeiras,Acho que poderia ter tido mais interação durante as explicações.
242,2025-03-15,Conhecimento básico,5,Conectando fontes de dados,Intermediária,Exercícios práticos,Confortável,A interação com os participantes poderia ser maior.
243,2025-03-15,Conhecimento avançado,2,Introdução ao Power BI,Com muitos exemplos,Apostila,Sem acústica,Poderiam ter dado mais tempo para perguntas no final.
244,2025-03-15,Conhecimento avançado,3,Análise de dados avançada,Confusa,Exercícios práticos,Pouco ventilado,Poderiam ter dado mais tempo para perguntas no final.
245,2025-03-15,Conhecimento avançado,2,Introdução ao Power BI,Confusa,Slides,Pouco ventilado,Gostei muito de como o professor explicou os conceitos complexos de forma simples.
246,2025-03-15,Conhecimento avançado,3,Criação de dashboards,Clara,Slides,Com muitas cadeiras,"O evento foi ótimo, mas o local poderia ter mais espaço."
247,2025-03-15,Nenhum conhecimento,5,Criação de dashboards,Com muitos exemplos,Documentação,Muito amplo,"A parte de DAX foi muito interessante, mas achei que poderia ser mais prática."
248,2025-03-15,Conhecimento avançado,5,Modelagem de dados,Intermediária,Vídeos,Confortável,Tive dificuldade para entender algumas partes sobre Power Query.
249,2025-03-15,Conhecimento básico,3,Modelagem de dados,Intermediária,Exercícios práticos,Muito amplo,"O material foi bom, mas faltaram mais exemplos práticos."
250,2025-03-15,Conhecimento básico,1,Análise de dados avançada,Objetiva,Documentação,Com muitas cadeiras,"O material foi bom, mas faltaram mais exemplos práticos."
251,2025-03-15,Conhecimento avançado,3,Análise de dados avançada,Com muitos exemplos,Apostila,Com muitas cadeiras,"Excelente didática, fácil de entender."
252,2025-03-15,Nenhum conhecimento,3,DAX e Power Query,Intermediária,Apostila,Muito amplo,"O evento foi bem planejado, mas o tempo para perguntas foi limitado."
253,2025-03-15,Conhecimento avançado,2,DAX e Power Query,Confusa,Documentação,Com muitas cadeiras,"O material de apoio foi claro, mas faltou mais exemplos práticos."
254,2025-03-15,Conhecimento avançado,4,DAX e Power Query,Com muitos exemplos,Slides,Pouco ventilado,"Achei a parte de modelagem de dados muito interessante, mas poderia ser mais prática."
255,2025-03-15,Conhecimento avançado,4,Criação de dashboards,Intermediária,Exercícios práticos,Com muitas cadeiras,Muito bom! Poderiam ter abordado mais sobre DAX.
256,2025-03-15,Conhecimento básico,1,DAX e Power Query,Clara,Vídeos,Sem acústica,"O espaço era confortável, mas o local estava muito quente."
257,2025-03-15,Nenhum conhecimento,4,Modelagem de dados,Confusa,Apostila,Muito amplo,Achei que a parte de modelagem de dados poderia ser mais prática.
258,2025-03-15,Conhecimento básico,2,Conectando fontes de dados,Clara,Documentação,Muito amplo,Muito bom! Poderiam ter abordado mais sobre DAX.
259,2025-03-15,Conhecimento básico,2,Modelagem de dados,Objetiva,Apostila,Sem acústica,Achei o tempo de palestra bem adequado.
260,2025-03-15,Nenhum conhecimento,1,Introdução ao Power BI,Objetiva,Documentação,Com muitas cadeiras,Eu adoraria ver um módulo mais avançado sobre DAX.
261,2025-03-15,Conhecimento básico,5,Modelagem de dados,Objetiva,Documentação,Com muitas cadeiras,"O evento atendeu às minhas expectativas, mas o conteúdo poderia ser mais detalhado."
262,2025-03-15,Nenhum conhecimento,5,DAX e Power Query,Confusa,Exercícios práticos,Sem acústica,"O evento foi ótimo, mas o local poderia ter mais espaço."
263,2025-03-15,Conhecimento avançado,1,Introdução ao Power BI,Intermediária,Exercícios práticos,Sem acústica,Muito bom! Poderiam ter abordado mais sobre DAX.
264,2025-03-15,Conhecimento básico,3,Criação de dashboards,Objetiva,Documentação,Confortável,Acho que poderia ter tido mais interação durante as explicações.
265,2025-03-15,Nenhum conhecimento,5,DAX e Power Query,Objetiva,Apostila,Muito amplo,"Gostei dos slides, mas os vídeos poderiam ter sido mais explicativos."
266,2025-03-15,Nenhum conhecimento,4,Introdução ao Power BI,Intermediária,Vídeos,Muito amplo,Fiquei um pouco perdido no conteúdo sobre modelagem de dados.
267,2025-03-15,Conhecimento básico,1,Análise de dados avançada,Com muitos exemplos,Exercícios práticos,Com muitas cadeiras,Não consegui acompanhar toda a parte sobre DAX.
268,2025-03-15,Nenhum conhecimento,4,DAX e Power Query,Clara,Slides,Pouco ventilado,"A parte de DAX foi bem explicada, mas o material poderia ser mais completo."
269,2025-03-15,Conhecimento básico,3,Modelagem de dados,Intermediária,Vídeos,Pouco ventilado,Fiquei com dúvidas sobre como aplicar alguns conceitos na prática.
270,2025-03-15,Conhecimento básico,2,Modelagem de dados,Clara,Exercícios práticos,Sem acústica,Não consegui acompanhar toda a parte sobre DAX.
271,2025-03-15,Conhecimento básico,2,Conectando fontes de dados,Com muitos exemplos,Documentação,Confortável,"O evento foi bom, mas o local não ajudou muito na acústica."
272,2025-03-15,Conhecimento avançado,3,Análise de dados avançada,Objetiva,Documentação,Muito amplo,Achei que o evento foi muito bem organizado.
273,2025-03-15,Conhecimento básico,3,Modelagem de dados,Confusa,Slides,Muito amplo,Achei que o conteúdo foi bem organizado.
274,2025-03-15,Conhecimento básico,2,Introdução ao Power BI,Objetiva,Slides,Muito amplo,Poderiam ter dado mais tempo para perguntas no final.
